sale_id,store_id,store_name,product_id,product_name,quantity,price,cost,returns,sale_date
112,105,Delhi Store,207,Tablet,1,28212,20992,2,2026-06-26
113,103,Hyderabad Store,205,Mouse,2,4658,3343,2,2026-01-27
114,101,Chennai Store,205,Mouse,1,18517,11314,2,2026-05-09
115,105,Delhi Store,208,Printer,7,29689,23974,0,2026-04-05
116,105,Delhi Store,206,Monitor,3,51112,39639,0,2026-06-14
117,102,Bangalore Store,202,Mobile,3,13956,9382,0,2026-04-20
118,101,Chennai Store,203,Headphones,5,17600,11654,0,2026-04-23
119,102,Bangalore Store,204,Keyboard,7,7739,4694,1,2026-06-11
120,103,Hyderabad Store,203,Headphones,2,37631,31795,3,2026-05-13
121,103,Hyderabad Store,201,Laptop,1,54371,40452,2,2026-03-26
122,102,Bangalore Store,203,Headphones,3,59994,38450,3,2026-02-07
123,102,Bangalore Store,202,Mobile,2,7441,5703,2,2026-02-21
124,101,Chennai Store,206,Monitor,1,32203,28117,1,2026-04-16
125,103,Hyderabad Store,201,Laptop,5,38160,24579,3,2026-05-25
126,102,Bangalore Store,201,Laptop,4,55623,41035,1,2026-01-06
127,105,Delhi Store,202,Mobile,5,39537,31235,3,2026-04-25
128,101,Chennai Store,207,Tablet,7,15683,10124,1,2026-05-24
129,104,Mumbai Store,208,Printer,4,43179,31239,3,2026-06-04
130,105,Delhi Store,208,Printer,2,29232,19225,2,2026-01-21
131,105,Delhi Store,202,Mobile,4,38045,24847,0,2026-03-11
132,101,Chennai Store,205,Mouse,1,17407,11521,1,2026-06-26
133,102,Bangalore Store,205,Mouse,3,24124,15142,2,2026-05-01
134,103,Hyderabad Store,207,Tablet,5,4932,3368,0,2026-01-08
135,101,Chennai Store,203,Headphones,5,22695,15042,2,2026-02-25
136,102,Bangalore Store,204,Keyboard,7,2625,1939,0,2026-06-03
137,103,Hyderabad Store,208,Printer,3,5626,4535,2,2026-04-17
138,104,Mumbai Store,205,Mouse,2,40941,28914,2,2026-01-15
139,101,Chennai Store,207,Tablet,5,10767,6525,0,2026-01-17
140,102,Bangalore Store,206,Monitor,4,5132,4450,3,2026-01-25
141,104,Mumbai Store,202,Mobile,3,17116,12829,2,2026-04-21
142,102,Bangalore Store,207,Tablet,1,23775,15174,0,2026-04-11
143,104,Mumbai Store,202,Mobile,2,10667,7994,1,2026-05-01
144,101,Chennai Store,205,Mouse,6,27400,17696,2,2026-04-22
145,104,Mumbai Store,206,Monitor,3,53169,36448,2,2026-06-01
146,101,Chennai Store,207,Tablet,3,25318,15329,0,2026-02-05
147,102,Bangalore Store,204,Keyboard,4,29246,25141,1,2026-04-28
148,101,Chennai Store,206,Monitor,6,13734,11622,1,2026-03-20
149,103,Hyderabad Store,208,Printer,2,47014,40035,0,2026-03-11
150,102,Bangalore Store,206,Monitor,4,26886,17740,3,2026-04-23
151,104,Mumbai Store,207,Tablet,1,39501,32799,1,2026-02-06
152,103,Hyderabad Store,207,Tablet,4,40256,30585,0,2026-05-14
153,102,Bangalore Store,208,Printer,2,17144,10612,3,2026-05-10
154,105,Delhi Store,208,Printer,2,34887,23597,0,2026-03-14
155,101,Chennai Store,201,Laptop,3,28034,20786,2,2026-06-12
156,101,Chennai Store,205,Mouse,6,12719,11313,1,2026-04-27
157,103,Hyderabad Store,201,Laptop,2,19519,13932,0,2026-02-09
158,104,Mumbai Store,208,Printer,5,8507,7217,0,2026-01-14
159,104,Mumbai Store,206,Monitor,3,21704,14236,2,2026-05-03
160,102,Bangalore Store,206,Monitor,4,17484,15091,0,2026-05-26
161,103,Hyderabad Store,205,Mouse,6,6484,5344,2,2026-06-02
162,101,Chennai Store,201,Laptop,7,46058,34983,0,2026-04-14
163,103,Hyderabad Store,207,Tablet,3,41657,36739,2,2026-06-28
164,102,Bangalore Store,208,Printer,4,15874,13708,0,2026-06-04
165,104,Mumbai Store,205,Mouse,6,32684,22666,0,2026-06-04
166,101,Chennai Store,206,Monitor,4,19529,15900,0,2026-05-03
167,102,Bangalore Store,201,Laptop,6,55680,35255,3,2026-04-19
168,104,Mumbai Store,208,Printer,7,36496,27808,0,2026-02-16
169,104,Mumbai Store,204,Keyboard,5,21109,12742,2,2026-06-13
170,104,Mumbai Store,202,Mobile,3,35384,30007,1,2026-03-15
171,102,Bangalore Store,206,Monitor,3,2943,2570,3,2026-04-21
172,104,Mumbai Store,203,Headphones,4,40415,31100,3,2026-05-13
173,105,Delhi Store,208,Printer,7,52829,43920,2,2026-05-02
174,101,Chennai Store,206,Monitor,3,40464,25543,0,2026-01-11
175,101,Chennai Store,206,Monitor,5,36744,23870,3,2026-02-26
176,101,Chennai Store,207,Tablet,6,37930,25345,2,2026-05-29
177,101,Chennai Store,205,Mouse,1,58045,48807,0,2026-06-03
178,101,Chennai Store,203,Headphones,7,50188,43114,1,2026-05-10
179,102,Bangalore Store,203,Headphones,2,56142,41301,2,2026-04-18
180,103,Hyderabad Store,203,Headphones,6,46219,35740,3,2026-03-29
181,101,Chennai Store,201,Laptop,5,29234,19974,1,2026-06-05
182,102,Bangalore Store,205,Mouse,1,50618,45184,0,2026-06-26
183,104,Mumbai Store,206,Monitor,6,31695,24104,3,2026-02-18
184,101,Chennai Store,208,Printer,5,42449,35019,2,2026-03-03
185,105,Delhi Store,201,Laptop,5,42960,31859,3,2026-01-19
186,102,Bangalore Store,201,Laptop,6,38758,28525,1,2026-04-23
187,102,Bangalore Store,206,Monitor,6,26022,16825,0,2026-01-08
188,105,Delhi Store,207,Tablet,7,49270,35079,1,2026-04-20
189,102,Bangalore Store,204,Keyboard,1,47690,42619,3,2026-06-27
190,105,Delhi Store,208,Printer,1,45868,30575,3,2026-03-13
191,101,Chennai Store,207,Tablet,5,7222,6255,3,2026-01-08
192,102,Bangalore Store,203,Headphones,6,10003,8569,2,2026-05-24
193,104,Mumbai Store,204,Keyboard,5,56264,40617,2,2026-06-25
194,102,Bangalore Store,207,Tablet,2,58618,48111,0,2026-05-27
195,105,Delhi Store,203,Headphones,4,50960,37018,1,2026-05-09
196,105,Delhi Store,204,Keyboard,3,38109,32298,2,2026-04-29
197,104,Mumbai Store,204,Keyboard,5,34072,24628,1,2026-05-17
198,102,Bangalore Store,205,Mouse,4,55638,49213,1,2026-04-18
199,101,Chennai Store,202,Mobile,6,19563,17520,2,2026-05-08
200,101,Chennai Store,202,Mobile,3,28356,19299,3,2026-01-25
201,101,Chennai Store,206,Monitor,6,52193,46729,1,2026-01-29
202,105,Delhi Store,202,Mobile,7,9496,5749,1,2026-05-08
203,105,Delhi Store,202,Mobile,4,57884,39489,0,2026-06-14
204,101,Chennai Store,206,Monitor,2,13375,8853,1,2026-03-27
205,105,Delhi Store,203,Headphones,1,16146,13920,3,2026-04-08
206,104,Mumbai Store,205,Mouse,1,48424,31602,0,2026-05-25
207,102,Bangalore Store,205,Mouse,4,29873,22574,3,2026-05-10
208,104,Mumbai Store,206,Monitor,3,19750,12385,2,2026-01-26
209,105,Delhi Store,205,Mouse,3,55067,40262,3,2026-04-23
210,103,Hyderabad Store,207,Tablet,3,50985,37872,2,2026-06-01
211,105,Delhi Store,208,Printer,1,59629,36335,3,2026-03-22
212,103,Hyderabad Store,205,Mouse,3,981,772,1,2026-03-14
213,101,Chennai Store,208,Printer,1,55412,41484,2,2026-04-14
214,102,Bangalore Store,201,Laptop,7,24854,21019,0,2026-04-18
215,104,Mumbai Store,203,Headphones,6,21081,16381,2,2026-04-11
216,104,Mumbai Store,203,Headphones,3,7460,4782,1,2026-02-26
217,101,Chennai Store,207,Tablet,4,1841,1633,2,2026-01-08
218,105,Delhi Store,201,Laptop,7,55256,44629,1,2026-01-25
219,102,Bangalore Store,201,Laptop,4,12418,10033,0,2026-04-19
220,102,Bangalore Store,207,Tablet,2,30211,26512,2,2026-01-26
221,105,Delhi Store,206,Monitor,2,17274,10540,0,2026-01-07
222,101,Chennai Store,203,Headphones,2,42286,37350,1,2026-04-26
223,103,Hyderabad Store,202,Mobile,3,53213,42217,1,2026-06-08
224,103,Hyderabad Store,204,Keyboard,4,57632,35909,0,2026-06-20
225,102,Bangalore Store,207,Tablet,7,13151,10148,3,2026-01-04
226,105,Delhi Store,206,Monitor,1,8064,6352,3,2026-06-19
227,104,Mumbai Store,206,Monitor,2,9002,6648,1,2026-06-07
228,103,Hyderabad Store,207,Tablet,5,28288,20231,3,2026-05-03
229,104,Mumbai Store,205,Mouse,6,51684,37242,0,2026-01-16
230,104,Mumbai Store,207,Tablet,1,37629,23612,2,2026-04-13
231,104,Mumbai Store,205,Mouse,1,33233,19973,0,2026-05-22
232,102,Bangalore Store,204,Keyboard,2,47537,36923,3,2026-06-30
233,101,Chennai Store,207,Tablet,1,57708,46391,3,2026-02-06
234,105,Delhi Store,205,Mouse,3,32623,23660,3,2026-03-04
235,103,Hyderabad Store,206,Monitor,5,15061,9791,3,2026-01-04
236,103,Hyderabad Store,208,Printer,4,49488,39337,0,2026-04-20
237,102,Bangalore Store,203,Headphones,2,50476,33624,0,2026-01-03
238,105,Delhi Store,205,Mouse,6,7714,5129,0,2026-04-09
239,104,Mumbai Store,202,Mobile,1,26672,18085,2,2026-06-27
240,102,Bangalore Store,206,Monitor,1,47819,41565,2,2026-01-13
241,105,Delhi Store,207,Tablet,1,37943,29368,1,2026-01-11
242,101,Chennai Store,208,Printer,3,44142,28200,0,2026-06-02
243,102,Bangalore Store,204,Keyboard,2,29692,20746,0,2026-01-05
244,103,Hyderabad Store,203,Headphones,2,26059,17610,1,2026-03-13
245,103,Hyderabad Store,205,Mouse,2,42373,26454,3,2026-06-25
246,105,Delhi Store,204,Keyboard,5,21952,18776,3,2026-02-14
247,105,Delhi Store,203,Headphones,2,2091,1669,3,2026-04-01
248,105,Delhi Store,205,Mouse,1,59129,44723,3,2026-06-17
249,104,Mumbai Store,201,Laptop,3,18588,13015,0,2026-03-30
250,105,Delhi Store,202,Mobile,4,21170,17141,3,2026-01-07
251,105,Delhi Store,203,Headphones,5,9517,7039,2,2026-01-23
252,102,Bangalore Store,202,Mobile,3,12200,10041,2,2026-03-23
253,104,Mumbai Store,202,Mobile,6,58432,43954,2,2026-01-13
254,103,Hyderabad Store,201,Laptop,1,35332,22427,1,2026-03-29
255,105,Delhi Store,203,Headphones,6,11206,9282,1,2026-03-04
256,104,Mumbai Store,204,Keyboard,7,26321,21744,1,2026-05-28
257,104,Mumbai Store,202,Mobile,4,47795,38831,1,2026-05-25
258,102,Bangalore Store,206,Monitor,1,57865,45497,2,2026-02-19
259,105,Delhi Store,204,Keyboard,4,25838,16511,0,2026-01-07
260,105,Delhi Store,203,Headphones,1,8313,5915,3,2026-06-28
261,103,Hyderabad Store,202,Mobile,7,45069,29190,1,2026-01-29
262,104,Mumbai Store,201,Laptop,3,7040,6028,2,2026-04-29
263,105,Delhi Store,205,Mouse,3,23911,20371,2,2026-03-25
264,103,Hyderabad Store,203,Headphones,3,52548,46713,3,2026-04-02
265,105,Delhi Store,205,Mouse,7,16835,14431,3,2026-01-06
266,103,Hyderabad Store,201,Laptop,5,6126,4427,3,2026-06-15
267,102,Bangalore Store,205,Mouse,3,26931,23172,3,2026-01-12
268,102,Bangalore Store,207,Tablet,4,19139,14602,3,2026-06-23
269,101,Chennai Store,201,Laptop,5,3880,2506,2,2026-06-23
270,102,Bangalore Store,204,Keyboard,7,17843,12280,3,2026-03-01
271,102,Bangalore Store,203,Headphones,4,57377,42380,1,2026-01-17
272,104,Mumbai Store,204,Keyboard,4,9212,6081,0,2026-03-04
273,105,Delhi Store,205,Mouse,2,55115,40232,3,2026-03-13
274,105,Delhi Store,202,Mobile,6,30515,21930,2,2026-04-05
275,103,Hyderabad Store,205,Mouse,1,51695,43111,3,2026-01-11
276,103,Hyderabad Store,208,Printer,1,43908,27698,1,2026-06-09
277,104,Mumbai Store,204,Keyboard,1,9405,7831,1,2026-04-07
278,102,Bangalore Store,201,Laptop,1,47324,33372,0,2026-03-18
279,104,Mumbai Store,202,Mobile,6,52826,33798,2,2026-03-31
280,102,Bangalore Store,202,Mobile,7,3541,2168,3,2026-02-18
281,103,Hyderabad Store,205,Mouse,3,50286,30648,1,2026-03-14
282,101,Chennai Store,202,Mobile,4,55035,48662,3,2026-03-03
283,104,Mumbai Store,206,Monitor,7,25326,18875,2,2026-03-25
284,104,Mumbai Store,206,Monitor,2,16905,12436,2,2026-05-07
285,101,Chennai Store,204,Keyboard,2,37377,23341,1,2026-01-12
286,104,Mumbai Store,205,Mouse,1,14112,11074,2,2026-02-24
287,104,Mumbai Store,205,Mouse,5,45162,32972,3,2026-02-20
288,104,Mumbai Store,202,Mobile,6,40325,32097,0,2026-04-06
289,101,Chennai Store,203,Headphones,3,14525,10472,0,2026-04-03
290,101,Chennai Store,207,Tablet,4,7505,6666,1,2026-01-24
291,104,Mumbai Store,205,Mouse,4,26463,21972,3,2026-06-01
292,102,Bangalore Store,201,Laptop,3,5203,4039,1,2026-04-27
293,102,Bangalore Store,208,Printer,4,44085,34356,3,2026-01-06
294,102,Bangalore Store,203,Headphones,3,45741,39964,3,2026-05-11
295,105,Delhi Store,202,Mobile,5,19842,13308,1,2026-01-08
296,104,Mumbai Store,208,Printer,6,47178,37259,1,2026-03-19
297,102,Bangalore Store,207,Tablet,5,45465,33993,1,2026-03-01
298,105,Delhi Store,207,Tablet,6,5099,3945,3,2026-05-10
299,101,Chennai Store,203,Headphones,1,27116,19515,2,2026-01-05
300,101,Chennai Store,208,Printer,4,32919,29329,2,2026-01-31
301,103,Hyderabad Store,202,Mobile,3,33897,22064,1,2026-04-03
302,102,Bangalore Store,204,Keyboard,6,20316,14815,3,2026-01-08
303,103,Hyderabad Store,204,Keyboard,1,43820,28487,3,2026-01-28
304,101,Chennai Store,203,Headphones,5,52386,41863,0,2026-02-18
305,101,Chennai Store,208,Printer,4,14635,11350,2,2026-05-14
306,104,Mumbai Store,203,Headphones,5,35207,23973,1,2026-02-06
307,104,Mumbai Store,202,Mobile,5,15860,10096,1,2026-02-28
308,105,Delhi Store,201,Laptop,1,34497,27820,3,2026-06-30
309,102,Bangalore Store,208,Printer,3,49438,29920,0,2026-02-19
310,105,Delhi Store,201,Laptop,7,54994,37190,2,2026-06-27
311,104,Mumbai Store,206,Monitor,4,39562,24092,0,2026-02-21
312,102,Bangalore Store,202,Mobile,4,4970,3224,0,2026-05-09
313,105,Delhi Store,208,Printer,6,37880,33675,2,2026-02-03
314,101,Chennai Store,207,Tablet,7,16077,11451,1,2026-04-24
315,102,Bangalore Store,201,Laptop,2,36987,31785,0,2026-03-17
316,103,Hyderabad Store,208,Printer,1,54561,47773,0,2026-05-27
317,105,Delhi Store,208,Printer,5,27484,17369,3,2026-03-04
318,101,Chennai Store,201,Laptop,1,22092,19026,0,2026-03-18
319,101,Chennai Store,203,Headphones,4,49008,40654,3,2026-04-12
320,103,Hyderabad Store,206,Monitor,2,8261,7132,2,2026-03-24
321,105,Delhi Store,203,Headphones,1,1867,1286,2,2026-03-30
322,105,Delhi Store,207,Tablet,1,28223,22097,2,2026-05-29
323,103,Hyderabad Store,204,Keyboard,5,38860,30269,3,2026-02-04
324,104,Mumbai Store,206,Monitor,2,44798,34988,1,2026-03-15
325,102,Bangalore Store,206,Monitor,1,42486,32404,3,2026-02-17
326,102,Bangalore Store,206,Monitor,4,31848,26883,0,2026-01-12
327,105,Delhi Store,202,Mobile,5,28098,21356,2,2026-02-12
328,102,Bangalore Store,204,Keyboard,3,39838,24120,2,2026-04-17
329,105,Delhi Store,204,Keyboard,7,56588,45067,2,2026-01-15
330,104,Mumbai Store,205,Mouse,5,38150,24050,0,2026-04-27
331,104,Mumbai Store,206,Monitor,3,43152,36286,2,2026-05-16
332,102,Bangalore Store,204,Keyboard,6,43141,31060,0,2026-05-12
333,102,Bangalore Store,201,Laptop,6,53182,33875,3,2026-03-15
334,105,Delhi Store,207,Tablet,7,23986,15160,1,2026-02-11
335,104,Mumbai Store,204,Keyboard,4,12649,10647,0,2026-06-21
336,105,Delhi Store,202,Mobile,7,11630,6987,1,2026-04-28
337,105,Delhi Store,206,Monitor,4,29052,24349,2,2026-01-10
338,102,Bangalore Store,201,Laptop,5,31901,27754,3,2026-02-18
339,102,Bangalore Store,203,Headphones,5,55351,37773,2,2026-04-10
340,104,Mumbai Store,207,Tablet,2,23884,15014,3,2026-03-10
341,101,Chennai Store,203,Headphones,4,18133,13452,0,2026-05-30
342,105,Delhi Store,207,Tablet,3,34255,22671,2,2026-05-18
343,101,Chennai Store,206,Monitor,5,39920,24652,0,2026-01-02
344,103,Hyderabad Store,207,Tablet,5,28982,21238,0,2026-06-16
345,101,Chennai Store,201,Laptop,3,44811,28612,2,2026-03-09
346,102,Bangalore Store,206,Monitor,2,31507,21495,1,2026-02-05
347,105,Delhi Store,201,Laptop,4,14710,10596,0,2026-05-03
348,101,Chennai Store,207,Tablet,4,51456,38886,1,2026-01-05
349,104,Mumbai Store,203,Headphones,5,57049,44375,2,2026-02-13
350,105,Delhi Store,202,Mobile,3,9033,7234,2,2026-06-21
351,102,Bangalore Store,206,Monitor,1,53526,43848,1,2026-04-26
352,104,Mumbai Store,202,Mobile,4,48056,31360,2,2026-02-16
353,101,Chennai Store,207,Tablet,2,52145,37899,2,2026-05-24
354,104,Mumbai Store,201,Laptop,4,20603,17278,3,2026-01-30
355,105,Delhi Store,207,Tablet,4,56422,36433,0,2026-04-14
356,104,Mumbai Store,201,Laptop,1,17169,12984,1,2026-05-30
357,102,Bangalore Store,208,Printer,7,5395,3443,3,2026-02-07
358,104,Mumbai Store,202,Mobile,5,53377,33910,2,2026-04-24
359,105,Delhi Store,202,Mobile,1,49992,35189,0,2026-03-16
360,103,Hyderabad Store,204,Keyboard,6,57226,50514,1,2026-02-24
361,103,Hyderabad Store,206,Monitor,3,10882,9768,0,2026-01-12
362,101,Chennai Store,202,Mobile,6,25669,20237,1,2026-06-07
363,103,Hyderabad Store,208,Printer,7,30119,25469,2,2026-05-29
364,103,Hyderabad Store,202,Mobile,3,21109,14081,1,2026-01-20
365,102,Bangalore Store,208,Printer,2,6156,4755,0,2026-02-23
366,101,Chennai Store,204,Keyboard,7,6401,4107,3,2026-02-23
367,105,Delhi Store,204,Keyboard,3,35798,25760,0,2026-05-21
368,105,Delhi Store,202,Mobile,5,40405,30377,2,2026-03-09
369,105,Delhi Store,204,Keyboard,4,8467,5390,3,2026-05-21
370,104,Mumbai Store,202,Mobile,5,55599,47561,3,2026-04-03
371,103,Hyderabad Store,206,Monitor,2,38447,27275,2,2026-01-05
372,103,Hyderabad Store,202,Mobile,2,39756,24547,2,2026-06-27
373,105,Delhi Store,207,Tablet,7,25532,18615,0,2026-04-09
374,105,Delhi Store,201,Laptop,4,29361,19954,2,2026-03-21
375,104,Mumbai Store,201,Laptop,4,47351,42568,0,2026-04-11
376,104,Mumbai Store,204,Keyboard,5,42279,33684,1,2026-06-27
377,105,Delhi Store,204,Keyboard,7,6193,4931,2,2026-01-07
378,103,Hyderabad Store,204,Keyboard,6,34817,22737,0,2026-03-27
379,105,Delhi Store,206,Monitor,7,4981,3188,0,2026-03-20
380,105,Delhi Store,202,Mobile,7,41261,27104,0,2026-03-06
381,105,Delhi Store,205,Mouse,2,25317,19969,0,2026-03-23
382,105,Delhi Store,205,Mouse,4,41924,26534,3,2026-05-19
383,105,Delhi Store,204,Keyboard,7,29800,22244,3,2026-02-03
384,104,Mumbai Store,208,Printer,4,33861,25152,0,2026-06-29
385,105,Delhi Store,206,Monitor,2,55816,49501,0,2026-04-15
386,101,Chennai Store,208,Printer,1,25500,20564,3,2026-02-17
387,105,Delhi Store,201,Laptop,2,25317,15482,3,2026-01-21
388,104,Mumbai Store,203,Headphones,7,27925,19991,1,2026-06-26
389,101,Chennai Store,204,Keyboard,7,25931,22423,0,2026-06-09
390,104,Mumbai Store,201,Laptop,7,27224,16725,3,2026-03-28
